GeneID	padj	pvalue	lfcSE	stat	log2FoldChange	baseMean	Symbol	Description
8767	2.11e-19	8.49e-22	0.289	9.593771	2.7735025	1000.82	RIPK2	receptor interacting serine/threonine kinase 2
23780	3.52e-19	1.44e-21	0.212	9.539128	2.0178086	2784.74	APOL2	apolipoprotein L2
710	1.41e-18	5.84e-21	0.806	9.392878	7.5670089	161.1	SERPING1	serpin family G member 1
1890	1.93e-18	8.14e-21	0.254	9.357877	2.3742271	9446.65	TYMP	thymidine phosphorylase
81894	2.00e-18	8.56e-21	0.151	9.352521	1.4125719	607.93	SLC25A28	solute carrier family 25 member 28
197259	2.47e-18	1.07e-20	0.217	9.328559	2.0259757	409.33	MLKL	mixed lineage kinase domain like pseudokinase
83666	2.84e-18	1.25e-20	0.255	9.312085	2.3735555	2658.25	PARP9	poly(ADP-ribose) polymerase family member 9
55503	3.26e-18	1.46e-20	0.503	9.295968	4.6787475	610.01	TRPV6	transient receptor potential cation channel subfamily V member 6
51667	4.05e-18	1.84e-20	0.177	9.271286	1.6440425	3180.64	NUB1	negative regulator of ubiquitin like proteins 1
3430	6.12e-18	2.82e-20	0.225	9.225707	2.0761331	2958.18	IFI35	interferon induced protein 35
972	1.52e-17	7.11e-20	0.414	9.126011	3.7780831	29034.29	CD74	CD74 molecule
91543	1.99e-17	9.41e-20	0.396	9.095587	3.5976191	2058.37	RSAD2	radical S-adenosyl methionine domain containing 2
107984200	7.45e-17	3.58e-19	0.238	8.949356	2.1283929	159.57	LOC107984200	uncharacterized LOC107984200
100507419	1.39e-16	6.74e-19	0.397	8.879143	3.5274146	302.08	MMP25-AS1	MMP25 antisense RNA 1
92610	1.62e-16	7.98e-19	0.403	8.860321	3.573197	262.57	TIFA	TRAF interacting protein with forkhead associated domain
1141	8.51e-16	4.25e-18	0.112	8.671893	0.9688604	1409.39	CHRNB2	cholinergic receptor nicotinic beta 2 subunit
3669	1.95e-15	9.89e-18	0.259	8.575221	2.2181397	4945.57	ISG20	interferon stimulated exonuclease gene 20
105375078	2.25e-15	1.15e-17	0.309	8.557632	2.6470732	124.29	LOC105375078	
5721	4.07e-15	2.11e-17	0.202	8.487537	1.7116059	5076.51	PSME2	proteasome activator subunit 2
11274	5.09e-15	2.67e-17	0.23	8.459997	1.9454362	286.81	USP18	ubiquitin specific peptidase 18
284348	8.47e-15	4.50e-17	0.452	8.398958	3.7965421	185.59	LYPD5	LY6/PLAUR domain containing 5
84166	1.79e-14	9.61e-17	0.349	8.309458	2.8972529	3332.9	NLRC5	NLR family CARD domain containing 5
5696	2.15e-14	1.17e-16	0.23	8.28609	1.9037428	3483.32	PSMB8	proteasome 20S subunit beta 8
3134	1.11e-13	6.11e-16	0.23	8.0872	1.8594966	12244.26	HLA-F	major histocompatibility complex, class I, F
10371	1.25e-13	6.96e-16	0.237	8.07129	1.9104848	476.73	SEMA3A	semaphorin 3A
51296	2.97e-13	1.68e-15	0.389	7.96328	3.0988962	427.98	SLC15A3	solute carrier family 15 member 3
3115	3.08e-13	1.76e-15	0.649	7.957353	5.1612019	155.08	HLA-DPB1	major histocompatibility complex, class II, DP beta 1
285966	3.77e-13	2.18e-15	0.391	7.930903	3.1048311	130.52	TCAF2	TRPM8 channel associated factor 2
10561	1.68e-12	9.79e-15	0.434	7.741996	3.3624968	236.63	IFI44	interferon induced protein 44
105372767	1.92e-12	1.13e-14	0.449	7.723632	3.4670738	49.67	LOC105372767	uncharacterized LOC105372767
3122	2.60e-12	1.57e-14	0.592	7.68153	4.5452448	3923.18	HLA-DRA	major histocompatibility complex, class II, DR alpha
639	2.60e-12	1.58e-14	0.313	7.680853	2.4060936	1146.89	PRDM1	PR/SET domain 1
9252	2.60e-12	1.58e-14	0.206	7.68054	1.5851846	520.35	RPS6KA5	ribosomal protein S6 kinase A5
56938	2.70e-12	1.67e-14	0.198	7.674132	1.5211957	841.95	BMAL2	basic helix-loop-helix ARNT like 2
3433	2.71e-12	1.69e-14	0.399	7.672369	3.06462	1350.1	IFIT2	interferon induced protein with tetratricopeptide repeats 2
80271	3.42e-12	2.15e-14	0.265	7.641404	2.0231451	4448.48	ITPKC	inositol-trisphosphate 3-kinase C
135644	3.43e-12	2.18e-14	0.486	7.639634	3.7107005	2819.19	TRIM40	tripartite motif containing 40
55013	3.53e-12	2.27e-14	0.416	7.634596	3.1735635	255.07	MCUB	mitochondrial calcium uniporter dominant negative subunit beta
400759	4.02e-12	2.61e-14	0.843	7.616293	6.4196885	37.8	GBP1P1	guanylate binding protein 1 pseudogene 1
84152	8.92e-12	5.84e-14	0.209	-7.511526	-1.5683535	3961.55	PPP1R1B	protein phosphatase 1 regulatory inhibitor subunit 1B
5685	9.33e-12	6.18e-14	0.132	7.504308	0.9922606	2585.77	PSMA4	proteasome 20S subunit alpha 4
843	1.08e-11	7.22e-14	0.184	7.483784	1.3789746	2059.75	CASP10	caspase 10
5698	1.43e-11	9.63e-14	0.418	7.445906	3.1126513	2721.96	PSMB9	proteasome 20S subunit beta 9
3108	1.56e-11	1.06e-13	0.428	7.432932	3.1817915	1297.14	HLA-DMA	major histocompatibility complex, class II, DM alpha
57169	1.66e-11	1.14e-13	0.175	7.423403	1.3008344	4828.59	ZNFX1	zinc finger NFX1-type containing 1
6648	1.87e-11	1.30e-13	0.199	7.406335	1.4703565	6863.1	SOD2	superoxide dismutase 2
571	2.21e-11	1.55e-13	0.205	7.382668	1.5144092	2319.1	BACH1	BTB domain and CNC homolog 1
9997	3.07e-11	2.17e-13	0.264	7.337815	1.9364401	3554.96	SCO2	synthesis of cytochrome C oxidase 2
8743	3.10e-11	2.21e-13	0.238	7.335153	1.747123	4947.38	TNFSF10	TNF superfamily member 10
10308	3.75e-11	2.70e-13	0.161	7.308632	1.1772514	316.28	ZNF267	zinc finger protein 267
3383	3.91e-11	2.84e-13	0.365	7.301757	2.6618816	12556.36	ICAM1	intercellular adhesion molecule 1
51365	4.49e-11	3.29e-13	0.704	7.281792	5.1297331	29.42	PLA1A	phospholipase A1 member A
79668	4.98e-11	3.68e-13	0.438	7.266684	3.1842316	63.25	PARP8	poly(ADP-ribose) polymerase family member 8
349136	5.19e-11	3.87e-13	0.236	7.260003	1.7119459	199.59	WDR86	WD repeat domain 86
55236	5.30e-11	3.99e-13	0.127	7.255968	0.9213475	1381.26	UBA6	ubiquitin like modifier activating enzyme 6
10475	6.06e-11	4.60e-13	0.136	7.236631	0.9811798	1097.19	TRIM38	tripartite motif containing 38
958	8.63e-11	6.60e-13	0.417	7.187413	3.000064	300.42	CD40	CD40 molecule
101928055	9.60e-11	7.41e-13	0.365	7.171658	2.6150067	118.53	LOC101928055	replaced by ID 101928032
2571	9.72e-11	7.57e-13	0.698	7.168664	5.0035045	35.13	GAD1	glutamate decarboxylase 1
5699	9.72e-11	7.63e-13	0.227	7.16773	1.6274291	3393.7	PSMB10	proteasome 20S subunit beta 10
3106	1.16e-10	9.17e-13	0.245	7.142369	1.7500019	69311.03	HLA-B	major histocompatibility complex, class I, B
102465801	1.17e-10	9.30e-13	0.246	7.140553	1.7535824	403.28	MIR7703	microRNA 7703
5920	1.27e-10	1.02e-12	0.523	7.127689	3.7312028	4000.76	PLAAT4	phospholipase A and acyltransferase 4
11118	1.47e-10	1.19e-12	0.215	7.106628	1.525284	1685.24	BTN3A2	butyrophilin subfamily 3 member A2
51554	2.06e-10	1.68e-12	0.309	7.058549	2.1776591	523.66	ACKR4	atypical chemokine receptor 4
151636	2.35e-10	1.93e-12	0.177	7.039304	1.2445852	3810.1	DTX3L	deltex E3 ubiquitin ligase 3L
924	2.37e-10	1.97e-12	0.71	7.036651	4.9984827	966.62	CD7	CD7 molecule
4616	2.94e-10	2.46e-12	0.21	7.005621	1.4703412	399.83	GADD45B	growth arrest and DNA damage inducible beta
8651	3.63e-10	3.07e-12	0.499	6.974709	3.4818687	261.08	SOCS1	suppressor of cytokine signaling 1
112935892	4.54e-10	3.86e-12	0.375	6.942188	2.6038009	43.73	LINC02605	long intergenic non-protein coding RNA 2605
4600	5.97e-10	5.11e-12	0.473	6.902386	3.2659042	316.43	MX2	MX dynamin like GTPase 2
6672	6.15e-10	5.31e-12	0.196	6.89712	1.354425	2056.34	SP100	SP100 nuclear antigen
130574	6.27e-10	5.45e-12	0.351	6.893262	2.4220759	83	LYPD6	LY6/PLAUR domain containing 6
5720	7.34e-10	6.42e-12	0.196	6.869894	1.3483169	4567.04	PSME1	proteasome activator subunit 1
54739	7.42e-10	6.59e-12	0.48	6.866361	3.2928979	982.71	XAF1	XIAP associated factor 1
85441	7.42e-10	6.59e-12	0.241	6.866211	1.6550295	8451.4	HELZ2	helicase with zinc finger 2
57674	9.69e-10	8.68e-12	0.307	6.826893	2.0984963	19973.7	RNF213	ring finger protein 213
388646	9.80e-10	8.84e-12	0.709	6.824236	4.8410308	30.95	GBP7	guanylate binding protein 7
6773	1.06e-09	9.66e-12	0.198	6.811511	1.3518637	1704.09	STAT2	signal transducer and activator of transcription 2
400696	1.60e-09	1.46e-11	1.19	6.751909	8.0374591	21.85	LGALS17A	galectin 14 pseudogene
91750	1.92e-09	1.77e-11	0.337	6.724027	2.2676354	181.73	LIN52	lin-52 DREAM MuvB core complex component
9111	2.26e-09	2.10e-11	0.22	6.698941	1.4707358	659.36	NMI	N-myc and STAT interactor
54809	2.46e-09	2.30e-11	0.233	6.685561	1.5596623	2304.02	SAMD9	sterile alpha motif domain containing 9
7371	4.06e-09	3.82e-11	0.171	-6.610905	-1.1300376	675.4	UCK2	uridine-cytidine kinase 2
57590	4.09e-09	3.87e-11	0.163	6.608953	1.0765895	2375.02	WDFY1	WD repeat and FYVE domain containing 1
5993	4.99e-09	4.76e-11	0.13	6.578302	0.8568426	1447.09	RFX5	regulatory factor X5
105374071	6.77e-09	6.50e-11	0.317	6.531702	2.069122	81.34	LOC105374071	uncharacterized LOC105374071
11119	8.36e-09	8.13e-11	0.317	6.498158	2.0604785	1300.22	BTN3A1	butyrophilin subfamily 3 member A1
22843	8.36e-09	8.08e-11	0.557	6.49904	3.6221621	22.89	PPM1E	protein phosphatase, Mg2+/Mn2+ dependent 1E
196996	9.32e-09	9.13e-11	0.524	6.480648	3.3931724	198.01	GRAMD2A	GRAM domain containing 2A
3563	1.02e-08	1.00e-10	0.417	6.466383	2.6933344	226.29	IL3RA	interleukin 3 receptor subunit alpha
1540	1.09e-08	1.08e-10	0.2	6.455093	1.2904434	824.02	CYLD	CYLD lysine 63 deubiquitinase
441108	1.12e-08	1.13e-10	0.401	6.448599	2.5859737	143.67	IRF1-AS1	IRF1 antisense RNA 1
2118	1.12e-08	1.13e-10	0.3	-6.448876	-1.9355204	130.22	ETV4	ETS variant transcription factor 4
79156	1.43e-08	1.44e-10	0.545	6.4113	3.4950987	104.9	PLEKHF1	pleckstrin homology and FYVE domain containing 1
154761	1.48e-08	1.50e-10	0.5	6.405133	3.1995691	47.02	LOC154761	family with sequence similarity 115, member C pseudogene
340061	1.72e-08	1.77e-10	0.3	6.380508	1.9133593	780.06	STING1	stimulator of interferon response cGAMP interactor 1
3301	1.92e-08	1.98e-10	0.149	6.362939	0.9464025	4724.85	DNAJA1	DnaJ heat shock protein family (Hsp40) member A1
567	2.03e-08	2.10e-10	0.229	6.353638	1.4533175	91959.15	B2M	beta-2-microglobulin
721	2.21e-08	2.31e-10	0.579	6.339154	3.6677568	80.53	C4B	complement C4B (Chido blood group)
10866	2.37e-08	2.49e-10	0.371	6.327901	2.3475395	1873.4	HCP5	HLA complex P5
3735	2.95e-08	3.12e-10	0.192	6.29256	1.2083556	2469.7	KARS1	lysyl-tRNA synthetase 1
54704	2.97e-08	3.16e-10	0.304	6.290633	1.914015	3928.1	PDP1	pyruvate dehydrogenase phosphatase catalytic subunit 1
113730	3.28e-08	3.51e-10	0.445	6.274263	2.7933469	235.23	KLHDC7B	kelch domain containing 7B
64108	3.45e-08	3.71e-10	0.303	6.265708	1.9016344	272.77	RTP4	receptor transporter protein 4
994	3.55e-08	3.85e-10	0.363	6.260134	2.2737438	2317.89	CDC25B	cell division cycle 25B
27289	4.01e-08	4.37e-10	0.401	6.240314	2.504035	942.5	RND1	Rho family GTPase 1
5371	4.09e-08	4.48e-10	0.18	6.236359	1.1210302	5057.91	PML	PML nuclear body scaffold
103	4.19e-08	4.62e-10	0.161	6.231428	1.003537	5757.75	ADAR	adenosine deaminase RNA specific
10410	5.64e-08	6.26e-10	0.497	6.18379	3.0722836	3174.91	IFITM3	interferon induced transmembrane protein 3
100294362	5.91e-08	6.59e-10	0.319	6.175664	1.9707194	573.5	RNF213-AS1	RNF213 antisense RNA 1
27074	6.15e-08	6.90e-10	0.521	6.168388	3.2151418	428.19	LAMP3	lysosomal associated membrane protein 3
65258	6.67e-08	7.52e-10	0.176	6.15468	1.0805944	952.1	MPPE1	metallophosphoesterase 1
55332	6.94e-08	7.87e-10	0.249	6.147447	1.5276603	435.17	DRAM1	DNA damage regulated autophagy modulator 1
54726	7.02e-08	8.02e-10	0.16	6.144577	0.9821435	1948.89	OTUD4	OTU deubiquitinase 4
7037	7.31e-08	8.40e-10	0.167	-6.137256	-1.0223961	4957.51	TFRC	transferrin receptor
100189407	8.42e-08	9.72e-10	0.484	6.113941	2.9614789	55.37	TRE-TTC4-2	tRNA-Glu (anticodon TTC) 4-2
339977	9.53e-08	1.11e-09	0.257	6.093171	1.5629544	1655.08	LRRC66	leucine rich repeat containing 66
84941	1.00e-07	1.17e-09	0.17	6.084449	1.0354762	944.98	HSH2D	hematopoietic SH2 domain containing
54567	1.20e-07	1.41e-09	0.443	6.054511	2.6817192	868.9	DLL4	delta like canonical Notch ligand 4
22898	1.25e-07	1.48e-09	0.206	6.046714	1.2484816	1189.28	DENND3	DENN domain containing 3
10385	1.44e-07	1.71e-09	0.291	6.022828	1.7499364	441.62	BTN2A2	butyrophilin subfamily 2 member A2
841	1.83e-07	2.19e-09	0.228	5.983103	1.361711	929.21	CASP8	caspase 8
10595	2.14e-07	2.56e-09	0.149	-5.957371	-0.8871154	2844.29	ERN2	endoplasmic reticulum to nucleus signaling 2
5464	2.80e-07	3.38e-09	0.19	5.911865	1.1237391	3909.48	PPA1	inorganic pyrophosphatase 1
257019	3.23e-07	3.92e-09	0.402	5.887482	2.3689855	1001.32	FRMD3	FERM domain containing 3
2537	3.32e-07	4.07e-09	0.426	5.881375	2.5068597	5779.97	IFI6	interferon alpha inducible protein 6
9815	3.32e-07	4.07e-09	0.238	5.881158	1.3987534	1092.42	GIT2	GIT ArfGAP 2
2264	3.39e-07	4.18e-09	0.25	-5.876885	-1.470273	1370.04	FGFR4	fibroblast growth factor receptor 4
284716	4.31e-07	5.35e-09	0.18	-5.836053	-1.049089	598.72	RIMKLA	ribosomal modification protein rimK like family member A
80216	4.87e-07	6.06e-09	0.174	5.815016	1.0103181	459.73	ALPK1	alpha kinase 1
3136	6.19e-07	7.74e-09	0.195	5.77396	1.125006	23525.98	HLA-H	major histocompatibility complex, class I, H (pseudogene)
8793	6.92e-07	8.70e-09	0.241	-5.754269	-1.3880883	551.65	TNFRSF10D	TNF receptor superfamily member 10d
8303	6.98e-07	8.83e-09	0.305	5.751875	1.7530987	219.45	SNN	stannin
5682	7.55e-07	9.59e-09	0.188	5.737785	1.0801862	1946.22	PSMA1	proteasome 20S subunit alpha 1
55281	7.61e-07	9.73e-09	0.283	5.735412	1.6213293	690.45	TMEM140	transmembrane protein 140
79132	7.81e-07	1.00e-08	0.323	5.73022	1.853594	607.13	DHX58	DExH-box helicase 58
56951	9.53e-07	1.23e-08	0.165	5.695583	0.9381943	1387.21	C5orf15	chromosome 5 open reading frame 15
214	9.88e-07	1.28e-08	0.307	5.688454	1.7439025	1278.96	ALCAM	activated leukocyte cell adhesion molecule
51734	1.07e-06	1.40e-08	0.329	5.673366	1.8660748	1314.75	MSRB1	methionine sulfoxide reductase B1
526	1.11e-06	1.45e-08	0.143	5.667509	0.8087003	2309.51	ATP6V1B2	ATPase H+ transporting V1 subunit B2
389384	1.12e-06	1.47e-08	0.295	5.664688	1.6720212	3024.71	BNIP5	BCL2 interacting protein 5
57205	1.16e-06	1.54e-08	0.249	5.656949	1.4109896	181.9	ATP10D	ATPase phospholipid transporting 10D (putative)
3137	1.22e-06	1.63e-08	0.213	5.647676	1.2017512	4539.23	HLA-J	major histocompatibility complex, class I, J (pseudogene)
23070	1.23e-06	1.64e-08	0.158	5.646488	0.890127	846.82	CMTR1	cap methyltransferase 1
10346	1.40e-06	1.88e-08	0.315	5.623031	1.7700426	2354.72	TRIM22	tripartite motif containing 22
3105	1.46e-06	1.97e-08	0.179	5.614862	1.0060387	88107.85	HLA-A	major histocompatibility complex, class I, A
91351	1.72e-06	2.33e-08	0.176	5.585758	0.9806765	3082.66	DDX60L	DExD/H-box 60 like
51251	1.72e-06	2.34e-08	0.248	5.584782	1.3852026	2346.4	NT5C3A	5'-nucleotidase, cytosolic IIIA
6737	1.75e-06	2.40e-08	0.202	5.580512	1.1288377	1010.76	TRIM21	tripartite motif containing 21
105375914	1.77e-06	2.44e-08	0.396	5.577529	2.2110668	125.13	LOC105375914	uncharacterized LOC105375914
653691	1.80e-06	2.48e-08	0.551	5.574585	3.0691534	25.92	TCAF2P1	TRPM8 channel associated factor 2 pseudogene 1
79768	1.90e-06	2.63e-08	0.152	5.564127	0.8434668	414.04	KATNBL1	katanin regulatory subunit B1 like 1
143903	1.97e-06	2.74e-08	0.512	5.557232	2.8462169	53.22	LAYN	layilin
1520	2.05e-06	2.88e-08	0.21	5.548699	1.1651836	11604.52	CTSS	cathepsin S
101154753	2.28e-06	3.21e-08	0.475	5.529758	2.6265537	28.47	PANDAR	promoter of CDKN1A antisense DNA damage activated RNA
51191	2.31e-06	3.27e-08	0.578	5.526574	3.1935609	46.63	HERC5	HECT and RLD domain containing E3 ubiquitin protein ligase 5
11234	2.62e-06	3.72e-08	0.209	5.503483	1.1493159	876.32	HPS5	HPS5 biogenesis of lysosomal organelles complex 2 subunit 2
10379	2.83e-06	4.03e-08	0.213	5.489383	1.1706406	1894.24	IRF9	interferon regulatory factor 9
55080	3.18e-06	4.56e-08	0.178	5.467757	0.9728198	2617.66	TAPBPL	TAP binding protein like
135112	3.30e-06	4.75e-08	0.245	5.460456	1.3377643	3513.19	NCOA7	nuclear receptor coactivator 7
3600	3.62e-06	5.24e-08	0.336	5.443024	1.8313986	211.89	IL15	interleukin 15
720	3.69e-06	5.39e-08	0.604	5.438098	3.2854803	92.36	C4A	complement C4A (Rodgers blood group)
105221694	3.69e-06	5.38e-08	0.399	5.438242	2.1721042	42.09	BISPR	BST2 interferon stimulated positive regulator
221756	4.06e-06	5.96e-08	0.31	5.420114	1.6812839	203.73	SERPINB9P1	serpin family B member 9 pseudogene 1
26270	4.33e-06	6.41e-08	0.299	5.406985	1.619385	845.07	FBXO6	F-box protein 6
5783	4.33e-06	6.38e-08	0.366	5.40776	1.9809542	117.03	PTPN13	protein tyrosine phosphatase non-receptor type 13
166647	4.36e-06	6.49e-08	0.202	-5.404855	-1.0944537	559.77	ADGRA3	adhesion G protein-coupled receptor A3
1770	4.36e-06	6.50e-08	0.433	5.404399	2.3378032	58.9	DNAH9	dynein axonemal heavy chain 9
100131733	4.40e-06	6.59e-08	0.373	5.401961	2.012341	133.01	USP30-AS1	USP30 antisense RNA 1
64863	4.63e-06	6.97e-08	0.168	5.391817	0.9049556	263.69	METTL4	methyltransferase 4, N6-adenosine
23333	4.77e-06	7.20e-08	0.147	-5.386031	-0.7940766	731.57	DPY19L1	dpy-19 like C-mannosyltransferase 1
8638	5.40e-06	8.20e-08	0.382	5.362634	2.0466418	887.61	OASL	2'-5'-oligoadenylate synthetase like
113218500	6.50e-06	9.91e-08	0.288	5.32837	1.533197	11801.42	MIR10393	microRNA 10393
9958	7.21e-06	1.11e-07	0.158	5.308174	0.8361772	1093.26	USP15	ubiquitin specific peptidase 15
25939	7.21e-06	1.11e-07	0.314	5.30794	1.6675839	483.23	SAMHD1	SAM and HD domain containing deoxynucleoside triphosphate triphosphohydrolase 1
7706	7.59e-06	1.17e-07	0.152	5.297916	0.8071485	4902.36	TRIM25	tripartite motif containing 25
55337	7.86e-06	1.22e-07	0.184	5.290623	0.9747343	1125.99	SHFL	shiftless antiviral inhibitor of ribosomal frameshifting
23515	8.15e-06	1.27e-07	0.157	5.283195	0.8292969	737.69	MORC3	MORC family CW-type zinc finger 3
6788	8.72e-06	1.36e-07	0.214	5.270119	1.127196	300.37	STK3	serine/threonine kinase 3
629	8.82e-06	1.38e-07	0.304	5.26727	1.6007755	5500.53	CFB	complement factor B
100130283	9.20e-06	1.46e-07	0.322	5.257963	1.6947098	370.91	LOC100130283	uncharacterized LOC100130283
